claim_id,customer_id,policy_type,premium_amount,claim_amount,incident_type,incident_severity,claim_date,settlement_days,region,policy_tenure_years,customer_age,fraud_reported,claim_status
CL201030,CU301030,Auto,1840.13,1662.73,Theft,Minor,2025-07-01,32,ON,14,38,0,Approved
CL201031,CU301031,Home,2367.93,3646.41,Collision,Minor,2025-03-01,12,ON,11,31,0,Approved
CL201032,CU301032,Life,1123.1,6621.28,Water Damage,Moderate,2025-09-24,25,MB,14,56,0,Approved
CL201033,CU301033,Auto,1612.78,6932.5,Collision,Moderate,2024-01-03,18,AB,9,26,0,Approved
CL201034,CU301034,Auto,1282.57,3352.63,Injury,Minor,2025-01-03,27,BC,7,53,0,Approved
CL201035,CU301035,Auto,1797.37,28188.11,Collision,Major,2025-05-08,23,ON,13,22,0,Approved
CL201036,CU301036,Life,948.35,20131.14,Injury,Major,2024-10-03,39,AB,10,34,0,Rejected
CL201037,CU301037,Auto,1394.65,9282.9,Injury,Moderate,2024-08-18,32,BC,12,61,0,Approved
CL201038,CU301038,Auto,1920.9,5196.2,Water Damage,Moderate,2024-08-27,12,QC,14,40,0,Pending
CL201039,CU301039,Health,1429.47,2129.37,Injury,Minor,2025-06-30,22,AB,5,72,0,Approved
CL201040,CU301040,Health,765.98,4349.2,Injury,Moderate,2024-05-31,32,ON,3,39,0,Approved
CL201041,CU301041,Home,1971.49,5989.45,Collision,Moderate,2025-12-12,12,AB,3,59,0,Approved
CL201042,CU301042,Life,905.69,2895.66,Fire,Minor,2024-06-01,15,AB,9,20,0,Approved
CL201043,CU301043,Auto,1483.07,19069.21,Theft,Major,2024-10-31,37,ON,13,76,0,Approved
CL201044,CU301044,Home,1694.71,10385.12,Water Damage,Moderate,2025-12-25,20,SK,15,55,0,Approved
CL201045,CU301045,Home,1500.34,3938.3,Injury,Minor,2024-01-22,7,ON,1,60,0,Approved
CL201046,CU301046,Auto,2515.72,6732.45,Collision,Moderate,2024-09-02,18,BC,1,38,0,Approved
CL201047,CU301047,Health,1758.2,5667.82,Weather,Moderate,2025-09-11,37,ON,11,36,0,Approved
CL201048,CU301048,Home,1365.01,3312.03,Theft,Minor,2024-08-18,40,ON,5,44,0,Approved
CL201049,CU301049,Auto,1703.12,3384.96,Weather,Minor,2024-07-19,15,ON,8,34,0,Approved
CL201050,CU301050,Auto,1538.18,2808.87,Weather,Minor,2024-01-01,13,BC,2,20,0,Pending
CL201051,CU301051,Auto,1468.64,8382.9,Fire,Moderate,2024-04-18,17,BC,2,58,0,Approved
CL201052,CU301052,Health,1552.39,8076.34,Injury,Moderate,2024-05-23,37,ON,8,61,0,Approved
CL201053,CU301053,Auto,1267.68,1807.87,Collision,Minor,2025-10-03,29,ON,11,58,0,Approved
CL201054,CU301054,Life,1539.42,11858.4,Injury,Major,2025-02-02,44,QC,14,51,0,Pending
CL201055,CU301055,Auto,1237.69,17743.45,Injury,Major,2024-06-18,40,ON,8,49,0,Approved
CL201056,CU301056,Life,653.6,6606.21,Collision,Moderate,2025-08-13,9,QC,10,77,0,Approved
CL201057,CU301057,Health,1928.88,19395.8,Theft,Major,2025-03-17,22,ON,13,50,0,Approved
CL201058,CU301058,Auto,1212.51,6742.8,Collision,Moderate,2024-08-18,15,ON,7,60,0,Approved
CL201059,CU301059,Auto,1509.38,1307.71,Weather,Minor,2024-07-04,16,ON,4,43,0,Approved
CL201060,CU301060,Health,1130.62,2860.1,Water Damage,Moderate,2024-06-10,15,BC,13,20,0,Pending
CL201061,CU301061,Auto,1143.3,3016.2,Collision,Minor,2025-06-04,16,SK,1,39,0,Approved
CL201062,CU301062,Auto,1013.62,5700.93,Collision,Moderate,2025-06-06,27,ON,5,61,0,Approved
CL201063,CU301063,Health,1848.28,29920.17,Fire,Total Loss,2025-04-18,32,ON,2,56,0,Approved
CL201064,CU301064,Life,1949.68,5906.37,Collision,Moderate,2024-11-22,32,ON,10,59,0,Approved
CL201065,CU301065,Health,1460.89,1860.87,Collision,Minor,2025-01-06,23,MB,5,63,0,Approved
CL201066,CU301066,Health,1224.6,1842.1,Weather,Minor,2025-10-17,15,AB,6,31,0,Approved
CL201067,CU301067,Home,738.91,23139.98,Theft,Major,2025-02-09,33,MB,10,66,0,Approved
CL201068,CU301068,Health,1784.08,2332.59,Injury,Minor,2025-03-24,7,AB,5,61,0,Approved
CL201069,CU301069,Auto,1165.85,21199.21,Theft,Major,2024-06-14,10,AB,6,37,0,Approved
CL201070,CU301070,Health,980.75,3038.36,Weather,Minor,2024-11-28,27,MB,8,48,0,Approved
CL201071,CU301071,Health,1462.29,19595.48,Theft,Major,2024-01-17,40,BC,2,69,0,Approved
CL201072,CU301072,Home,1309.67,3061.43,Collision,Minor,2024-12-02,22,ON,15,28,0,Pending
CL201073,CU301073,Life,812.42,2510.02,Fire,Minor,2025-08-07,17,ON,15,36,0,Approved
CL201074,CU301074,Home,870.1,3454.67,Injury,Minor,2025-05-04,9,SK,11,30,0,Approved
CL201075,CU301075,Home,1591.35,3076.39,Water Damage,Minor,2025-10-11,32,QC,2,36,0,Approved
CL201076,CU301076,Home,1174.61,3169.51,Collision,Minor,2024-09-05,25,BC,8,31,0,Rejected
CL201077,CU301077,Auto,1664.31,1843.04,Fire,Minor,2025-07-21,24,QC,6,66,0,Approved
CL201078,CU301078,Auto,1511.54,7515.96,Weather,Moderate,2025-06-18,21,BC,3,77,0,Approved
CL201079,CU301079,Life,1889.97,3403.35,Collision,Moderate,2025-05-31,17,ON,14,76,0,Approved
CL201080,CU301080,Auto,1100.5,3480.72,Injury,Minor,2025-08-06,11,QC,7,40,0,Pending
CL201081,CU301081,Health,1547.74,5778.28,Collision,Moderate,2024-12-10,23,QC,10,74,0,Rejected
CL201082,CU301082,Home,1718.08,15557.1,Injury,Major,2024-09-06,26,ON,11,23,0,Approved
CL201083,CU301083,Health,1186.99,19748.43,Fire,Total Loss,2025-03-02,27,MB,5,25,0,Rejected
CL201084,CU301084,Health,1923.43,6928.91,Collision,Moderate,2024-10-07,36,ON,6,38,0,Approved
CL201085,CU301085,Auto,750.16,6474.23,Injury,Moderate,2025-05-19,21,SK,15,36,0,Pending
CL201086,CU301086,Auto,1100.16,48331.37,Collision,Total Loss,2025-09-24,9,AB,13,73,0,Approved
CL201087,CU301087,Health,734.45,39698.75,Injury,Total Loss,2024-01-20,26,ON,8,63,0,Rejected
CL201088,CU301088,Auto,1140.93,15406.16,Injury,Major,2025-03-29,22,QC,9,63,0,Pending
CL201089,CU301089,Home,1385.07,3734.18,Weather,Moderate,2024-11-05,20,BC,1,66,0,Pending
CL201090,CU301090,Auto,1799.23,2524.01,Collision,Moderate,2024-03-17,8,ON,4,61,1,Approved
CL201091,CU301091,Auto,1384.78,12827.68,Theft,Major,2024-06-13,35,QC,1,48,0,Approved
CL201092,CU301092,Life,1199.94,4390.82,Fire,Moderate,2025-08-25,18,ON,13,22,0,Approved
CL201093,CU301093,Life,799.33,2744.03,Weather,Minor,2024-09-23,17,BC,15,19,0,Approved
CL201094,CU301094,Health,940.04,30701.27,Weather,Total Loss,2024-03-04,32,AB,3,76,0,Pending
CL201095,CU301095,Auto,1580.29,18087.32,Theft,Major,2025-06-30,30,BC,5,48,0,Approved
CL201096,CU301096,Life,1820.21,1835.75,Injury,Minor,2024-06-22,20,BC,6,75,0,Approved
CL201097,CU301097,Home,1273.93,2606.42,Injury,Minor,2024-09-22,19,AB,13,20,0,Approved
CL201098,CU301098,Life,1958.63,10841.15,Injury,Major,2024-05-23,31,MB,7,56,0,Pending
CL201099,CU301099,Auto,1051.03,2438.19,Collision,Minor,2025-06-23,24,BC,1,35,0,Approved
CL201100,CU301100,Auto,1285.97,8627.28,Fire,Moderate,2025-11-01,23,QC,9,40,0,Approved
CL201101,CU301101,Health,1321.42,2244.2,Theft,Minor,2025-12-10,31,SK,3,57,0,Approved
CL201102,CU301102,Life,2092.35,2810.55,Injury,Minor,2024-02-24,16,BC,10,48,0,Approved
CL201103,CU301103,Auto,1506.14,8036.6,Injury,Major,2025-11-05,33,SK,13,26,0,Approved
CL201104,CU301104,Auto,694.66,13568.52,Injury,Total Loss,2025-04-08,53,BC,2,77,0,Approved
CL201105,CU301105,Home,1849.69,7641.43,Collision,Moderate,2025-08-27,21,ON,15,61,0,Approved
CL201106,CU301106,Life,2225.29,3232.91,Injury,Minor,2024-02-24,21,SK,10,40,0,Approved
CL201107,CU301107,Health,1345.11,2333.24,Injury,Minor,2025-09-14,10,QC,1,55,0,Rejected
CL201108,CU301108,Life,1073.23,4001.65,Collision,Minor,2024-08-27,15,BC,4,27,0,Approved
CL201109,CU301109,Health,1812.99,19067.15,Collision,Total Loss,2024-10-14,30,BC,3,44,0,Approved
CL201110,CU301110,Health,2274.99,5667.23,Collision,Moderate,2025-10-16,26,BC,14,44,0,Rejected
CL201111,CU301111,Home,1806.47,33255.22,Weather,Total Loss,2025-06-18,37,SK,11,40,0,Pending
CL201112,CU301112,Auto,768.34,20340.45,Theft,Major,2025-01-08,34,BC,6,47,0,Approved
CL201113,CU301113,Health,1766.97,5855.55,Collision,Moderate,2025-05-01,28,ON,8,72,0,Approved
CL201114,CU301114,Home,1619.77,1758.51,Fire,Minor,2024-09-16,12,ON,6,19,0,Approved
CL201115,CU301115,Home,1049.06,37557.56,Injury,Total Loss,2025-12-18,35,ON,7,51,0,Approved
CL201116,CU301116,Auto,1991.3,2593.27,Injury,Minor,2024-02-20,21,ON,10,74,0,Approved
CL201117,CU301117,Health,1634.11,16263.11,Injury,Major,2025-02-23,32,ON,3,71,0,Approved
CL201118,CU301118,Health,2002.28,7977.68,Water Damage,Moderate,2024-02-02,18,ON,12,71,0,Approved
CL201119,CU301119,Auto,1004.18,2404.56,Weather,Minor,2024-11-09,12,ON,15,43,0,Approved
CL201120,CU301120,Life,1617.49,6726.11,Injury,Moderate,2025-01-06,10,ON,15,52,0,Pending
CL201121,CU301121,Auto,1074.06,6653.91,Theft,Moderate,2025-09-03,24,ON,3,54,0,Approved
CL201122,CU301122,Auto,1554.02,5390.73,Injury,Moderate,2025-11-16,25,ON,7,68,0,Rejected
CL201123,CU301123,Auto,2070.43,5191.42,Water Damage,Moderate,2025-07-01,20,QC,4,75,0,Approved
CL201124,CU301124,Home,850.9,2132.01,Injury,Minor,2025-12-04,21,ON,10,34,0,Rejected
CL201125,CU301125,Auto,875.02,7062.86,Theft,Moderate,2024-04-01,15,ON,5,26,0,Pending
CL201126,CU301126,Health,1851.3,3332.3,Collision,Moderate,2025-01-18,26,BC,6,34,0,Approved
CL201127,CU301127,Health,1444.07,22761.51,Theft,Major,2025-03-11,32,AB,3,34,0,Approved
CL201128,CU301128,Home,1941.93,18092.94,Collision,Major,2024-02-26,28,QC,9,36,0,Approved
CL201129,CU301129,Health,1110.94,4912.42,Collision,Moderate,2025-03-08,29,MB,9,73,0,Pending
CL201130,CU301130,Life,1471.5,46484.69,Theft,Total Loss,2024-02-01,37,BC,9,31,0,Approved
CL201131,CU301131,Auto,1739.01,7081.91,Collision,Moderate,2025-04-06,7,ON,6,43,0,Pending
CL201132,CU301132,Auto,1538.28,1565.4,Water Damage,Minor,2024-06-10,21,ON,12,40,0,Pending
CL201133,CU301133,Auto,698.73,3600.2,Weather,Minor,2025-11-18,12,QC,10,35,0,Approved
CL201134,CU301134,Home,2635.49,24828.54,Injury,Major,2024-08-26,32,BC,3,30,0,Approved
CL201135,CU301135,Auto,1539.18,5218.79,Theft,Moderate,2025-03-15,2,SK,6,77,0,Pending
CL201136,CU301136,Health,887.02,16372.18,Collision,Major,2025-03-20,33,AB,10,55,0,Pending
CL201137,CU301137,Home,1581.96,6103.13,Collision,Moderate,2025-09-27,27,SK,2,25,0,Approved
CL201138,CU301138,Home,1630.24,1177.37,Injury,Minor,2024-09-02,20,AB,6,57,0,Approved
CL201139,CU301139,Auto,1867.45,7636.39,Collision,Moderate,2024-09-18,11,BC,14,55,0,Approved
CL201140,CU301140,Auto,1839.4,8656.48,Injury,Moderate,2025-05-13,39,BC,7,40,0,Approved
CL201141,CU301141,Auto,1360.19,8287.5,Collision,Moderate,2024-02-11,31,BC,8,65,0,Approved
CL201142,CU301142,Health,726.73,18165.08,Theft,Major,2025-02-08,26,SK,11,66,0,Rejected
CL201143,CU301143,Health,1643.77,8846.63,Collision,Moderate,2024-09-30,19,ON,5,65,0,Approved
CL201144,CU301144,Home,760.19,4774.72,Fire,Moderate,2025-12-14,3,AB,13,56,0,Approved
CL201145,CU301145,Health,1960.4,10563.83,Collision,Moderate,2025-01-23,25,SK,1,45,0,Approved
CL201146,CU301146,Home,1142.24,1959.54,Injury,Minor,2025-07-17,9,BC,8,31,0,Rejected
CL201147,CU301147,Auto,1716.68,14668.52,Collision,Major,2025-08-31,37,AB,9,21,0,Approved
CL201148,CU301148,Auto,1174.41,2097.35,Collision,Minor,2024-04-16,30,AB,4,73,0,Approved
CL201149,CU301149,Auto,1243.35,5729.63,Collision,Moderate,2025-04-06,20,ON,12,68,0,Approved
CL201150,CU301150,Auto,1113.59,6622.26,Water Damage,Moderate,2025-05-11,11,SK,2,30,0,Approved
CL201151,CU301151,Auto,1750.75,2337.99,Weather,Minor,2024-11-18,32,AB,10,66,0,Approved
CL201152,CU301152,Health,1189.03,7254.09,Weather,Moderate,2024-05-24,21,QC,10,21,0,Approved
CL201153,CU301153,Auto,1772.78,5395.35,Fire,Moderate,2024-12-03,22,BC,12,33,0,Approved
CL201154,CU301154,Auto,1200.02,7326.54,Injury,Moderate,2024-02-07,13,BC,4,27,0,Approved
CL201155,CU301155,Auto,1352.8,4862.76,Collision,Moderate,2025-12-28,23,QC,3,39,0,Approved
CL201156,CU301156,Auto,1464.94,3012.73,Injury,Minor,2024-03-05,19,QC,9,37,0,Pending
CL201157,CU301157,Auto,1514.61,3004.05,Injury,Minor,2024-04-13,9,ON,15,49,0,Approved
CL201158,CU301158,Auto,1061.83,6988.66,Collision,Moderate,2024-04-09,33,BC,12,46,0,Rejected
CL201159,CU301159,Auto,1745.6,5726.59,Collision,Moderate,2024-05-30,37,AB,4,25,0,Approved
CL201160,CU301160,Life,1336.04,7609.82,Fire,Moderate,2024-05-14,30,QC,7,27,1,Approved
CL201161,CU301161,Auto,1678.44,1878.65,Collision,Minor,2025-04-01,29,ON,5,67,1,Approved
CL201162,CU301162,Auto,1443.18,2524.18,Collision,Minor,2024-03-22,37,ON,12,51,0,Approved
CL201163,CU301163,Home,1696.31,6702.44,Theft,Moderate,2025-05-27,12,BC,8,73,0,Approved
CL201164,CU301164,Auto,1277.24,31254.74,Collision,Major,2024-10-24,21,QC,7,26,0,Approved
CL201165,CU301165,Home,1118.37,4594.98,Injury,Moderate,2024-10-15,17,AB,1,37,0,Rejected
CL201166,CU301166,Auto,1629.28,1772.07,Fire,Moderate,2025-01-06,24,ON,10,28,0,Approved
CL201167,CU301167,Health,1242.63,5750.34,Weather,Moderate,2024-01-24,18,QC,7,73,0,Approved
CL201168,CU301168,Life,2062.69,3637.56,Fire,Moderate,2024-12-31,12,BC,1,28,0,Approved
CL201169,CU301169,Health,1478.42,14337.46,Theft,Major,2025-01-16,31,ON,3,66,0,Approved
CL201170,CU301170,Auto,873.07,1591.68,Fire,Minor,2025-06-30,20,ON,11,30,0,Approved
CL201171,CU301171,Home,1204.1,5227.18,Water Damage,Moderate,2024-04-15,29,ON,12,61,0,Pending
CL201172,CU301172,Auto,1030.29,1754.56,Theft,Minor,2024-02-07,21,MB,8,45,0,Rejected
CL201173,CU301173,Health,1900.63,3174.07,Weather,Minor,2024-02-10,4,ON,12,76,0,Rejected
CL201174,CU301174,Auto,1774.89,2466.03,Injury,Minor,2025-12-01,24,AB,12,23,0,Approved
CL201175,CU301175,Home,1424.36,3252.82,Weather,Minor,2024-09-08,35,ON,10,38,0,Approved
CL201176,CU301176,Auto,1571.83,2528.34,Collision,Minor,2024-06-21,21,ON,4,61,0,Approved
CL201177,CU301177,Home,1413.17,3150.01,Collision,Minor,2024-04-09,30,BC,7,73,0,Approved
CL201178,CU301178,Auto,1811.37,2288.5,Weather,Minor,2024-07-06,16,QC,13,50,0,Approved
CL201179,CU301179,Auto,1668.33,3616.19,Injury,Minor,2024-11-16,26,BC,5,24,0,Approved
CL201180,CU301180,Health,1743.99,2829.68,Injury,Minor,2025-12-09,14,AB,10,56,0,Approved
CL201181,CU301181,Home,1369.42,1954.13,Injury,Minor,2025-07-10,19,BC,13,47,1,Pending
CL201182,CU301182,Auto,1184.74,21120.51,Collision,Major,2025-09-13,29,MB,8,64,0,Pending
CL201183,CU301183,Auto,1729.33,7053.11,Injury,Moderate,2024-02-04,25,QC,8,51,0,Rejected
CL201184,CU301184,Health,2101.56,2358.24,Weather,Minor,2025-02-23,14,ON,3,71,0,Approved
CL201185,CU301185,Home,1914.52,7188.2,Water Damage,Moderate,2024-12-30,8,BC,8,26,0,Pending
CL201186,CU301186,Home,2114.3,8472.45,Injury,Moderate,2024-05-22,25,SK,1,55,1,Approved
CL201187,CU301187,Home,1518.05,1017.74,Theft,Minor,2024-12-28,25,MB,2,62,0,Approved
CL201188,CU301188,Home,1042.6,6312.16,Weather,Moderate,2025-03-02,22,ON,9,42,0,Approved
CL201189,CU301189,Home,1079.9,2977.87,Weather,Minor,2024-01-02,29,QC,4,47,0,Approved
CL201190,CU301190,Auto,2029.42,7486.53,Theft,Moderate,2025-12-17,19,SK,6,60,0,Approved
CL201191,CU301191,Home,667.98,4792.29,Fire,Moderate,2025-06-22,24,BC,6,45,0,Pending
CL201192,CU301192,Home,2082.0,2359.19,Collision,Moderate,2025-11-06,18,BC,8,42,0,Approved
CL201193,CU301193,Auto,1119.19,3690.65,Collision,Minor,2024-03-06,19,ON,11,53,0,Rejected
CL201194,CU301194,Health,2257.82,2369.04,Injury,Minor,2024-02-13,24,ON,7,66,0,Approved
CL201195,CU301195,Auto,1420.35,25630.81,Theft,Major,2025-11-11,51,QC,13,26,0,Pending
CL201196,CU301196,Auto,1753.48,8558.13,Injury,Moderate,2025-11-12,28,ON,8,70,0,Rejected
CL201197,CU301197,Health,2451.72,5444.52,Fire,Moderate,2025-04-11,26,BC,15,30,0,Approved
CL201198,CU301198,Health,1311.34,5392.77,Injury,Major,2024-05-26,38,ON,15,24,0,Pending
CL201199,CU301199,Auto,1304.29,6094.19,Injury,Moderate,2024-07-29,2,QC,7,29,0,Approved
CL201200,CU301200,Health,1158.17,2473.93,Injury,Minor,2025-08-02,24,AB,12,23,0,Approved
CL201201,CU301201,Auto,1029.25,7883.29,Theft,Moderate,2025-11-06,29,ON,7,75,1,Approved
CL201202,CU301202,Health,1311.47,1722.38,Water Damage,Minor,2025-05-05,22,AB,14,36,0,Approved
CL201203,CU301203,Home,1216.97,7348.89,Theft,Moderate,2024-10-19,21,MB,12,64,1,Approved
CL201204,CU301204,Health,924.89,7348.18,Injury,Moderate,2025-08-22,13,AB,6,29,0,Approved
CL201205,CU301205,Auto,1361.6,3190.17,Fire,Minor,2024-07-08,17,AB,5,50,0,Approved
CL201206,CU301206,Auto,1638.91,2285.24,Collision,Minor,2024-04-04,13,QC,14,44,0,Approved
CL201207,CU301207,Health,1073.72,7867.81,Weather,Moderate,2024-10-07,30,AB,9,57,0,Rejected
CL201208,CU301208,Auto,1381.77,7565.34,Fire,Moderate,2024-12-07,35,QC,11,77,0,Rejected
CL201209,CU301209,Auto,2040.73,3112.91,Collision,Minor,2025-03-22,38,ON,11,57,0,Approved
CL201210,CU301210,Auto,853.8,1926.06,Theft,Minor,2025-05-17,13,MB,3,60,0,Approved
CL201211,CU301211,Home,2261.3,981.12,Collision,Moderate,2025-06-12,15,BC,4,34,0,Approved
CL201212,CU301212,Auto,1166.91,16806.21,Water Damage,Major,2024-05-29,24,AB,14,26,0,Approved
CL201213,CU301213,Home,1534.38,16835.93,Weather,Major,2025-04-28,22,BC,5,24,0,Approved
CL201214,CU301214,Auto,1987.25,4731.26,Collision,Moderate,2024-02-02,12,SK,14,36,0,Pending
CL201215,CU301215,Home,2115.42,4044.2,Injury,Moderate,2025-11-03,16,MB,6,51,0,Approved
CL201216,CU301216,Life,1647.32,5873.59,Weather,Moderate,2024-11-18,29,BC,13,22,0,Approved
CL201217,CU301217,Auto,1158.31,2419.59,Injury,Minor,2025-11-29,15,BC,9,34,0,Approved
CL201218,CU301218,Home,1121.22,2566.8,Weather,Minor,2025-09-25,30,AB,2,56,0,Rejected
CL201219,CU301219,Home,1208.55,900.29,Collision,Minor,2024-05-23,33,BC,5,70,0,Approved
CL201220,CU301220,Auto,2243.49,9162.16,Collision,Major,2024-03-22,34,BC,15,77,0,Approved
CL201221,CU301221,Health,1289.08,9213.93,Injury,Moderate,2025-10-28,32,MB,4,32,0,Approved
CL201222,CU301222,Health,1585.92,2367.27,Injury,Minor,2024-12-24,9,AB,4,25,0,Approved
CL201223,CU301223,Health,1011.62,6995.23,Injury,Moderate,2024-03-18,16,MB,3,52,0,Approved
CL201224,CU301224,Life,964.34,1566.72,Collision,Minor,2025-03-20,23,AB,10,74,0,Approved
CL201225,CU301225,Home,1461.08,6991.37,Injury,Moderate,2025-11-29,23,MB,13,43,0,Approved
CL201226,CU301226,Home,1313.61,6263.68,Theft,Moderate,2025-03-14,34,ON,15,72,0,Approved
CL201227,CU301227,Auto,1344.28,14882.6,Injury,Major,2024-07-08,22,AB,14,62,0,Rejected
CL201228,CU301228,Life,828.79,4134.81,Collision,Moderate,2024-09-03,16,QC,14,72,0,Pending
CL201229,CU301229,Home,1419.14,13622.82,Injury,Major,2024-07-13,30,BC,14,75,1,Pending
CL201230,CU301230,Auto,2100.69,3880.41,Water Damage,Minor,2025-01-27,16,MB,9,25,0,Approved
CL201231,CU301231,Health,1091.72,6315.04,Collision,Moderate,2024-11-03,12,QC,13,43,0,Rejected
CL201232,CU301232,Home,1826.92,21979.68,Injury,Major,2024-09-07,27,SK,10,21,0,Pending
CL201233,CU301233,Life,450.0,2362.52,Weather,Minor,2024-05-12,19,MB,3,21,0,Approved
CL201234,CU301234,Health,1113.02,16426.94,Collision,Major,2024-01-22,44,BC,1,47,0,Approved
CL201235,CU301235,Health,647.64,26301.42,Collision,Total Loss,2025-08-27,22,ON,2,58,0,Approved
CL201236,CU301236,Home,1969.21,9637.44,Injury,Moderate,2025-08-09,28,QC,6,71,0,Pending
CL201237,CU301237,Home,1819.09,2761.15,Collision,Minor,2024-04-01,32,BC,8,26,0,Approved
CL201238,CU301238,Health,1015.58,1947.27,Collision,Minor,2024-06-15,16,ON,10,20,0,Approved
CL201239,CU301239,Auto,1571.5,6227.54,Injury,Moderate,2024-11-16,23,BC,8,25,1,Pending
CL201240,CU301240,Auto,1954.72,23422.57,Weather,Major,2025-03-10,36,QC,6,73,0,Pending
CL201241,CU301241,Life,2020.02,513.02,Injury,Minor,2025-10-24,25,ON,11,58,0,Approved
CL201242,CU301242,Life,1279.57,2717.35,Weather,Minor,2025-05-23,22,AB,13,47,0,Rejected
CL201243,CU301243,Life,522.28,2876.32,Fire,Minor,2025-04-08,15,SK,4,25,0,Approved
CL201244,CU301244,Auto,1072.61,5530.5,Injury,Moderate,2025-06-27,27,MB,4,40,0,Pending
CL201245,CU301245,Auto,1771.78,18779.16,Collision,Major,2025-03-19,28,BC,14,26,0,Approved
CL201246,CU301246,Life,2331.54,7984.53,Collision,Moderate,2025-11-09,21,AB,15,20,0,Approved
CL201247,CU301247,Auto,1427.18,4586.95,Weather,Moderate,2025-12-27,23,QC,5,44,0,Approved
CL201248,CU301248,Home,1195.13,8650.19,Water Damage,Moderate,2024-11-25,29,BC,8,48,0,Pending
CL201249,CU301249,Auto,2457.73,7582.79,Theft,Moderate,2024-01-17,38,ON,9,45,0,Approved
CL201250,CU301250,Health,1620.41,6700.17,Water Damage,Moderate,2025-12-26,14,QC,10,70,0,Approved
CL201251,CU301251,Home,934.34,2573.45,Injury,Minor,2024-08-21,21,BC,13,72,0,Approved
CL201252,CU301252,Auto,1400.06,2995.03,Fire,Minor,2024-07-14,8,BC,2,26,1,Approved
CL201253,CU301253,Home,1869.97,29673.23,Theft,Major,2024-04-01,44,AB,8,35,0,Approved
CL201254,CU301254,Auto,1420.44,8195.49,Collision,Moderate,2025-07-10,21,BC,4,48,0,Approved
CL201255,CU301255,Health,1783.63,3067.41,Weather,Minor,2024-05-14,18,ON,12,42,0,Pending
CL201256,CU301256,Home,775.9,7379.31,Collision,Moderate,2025-12-05,21,AB,9,44,0,Approved
CL201257,CU301257,Home,847.65,10727.24,Theft,Moderate,2024-06-06,22,SK,12,60,0,Approved
CL201258,CU301258,Auto,1141.36,1473.8,Collision,Minor,2024-02-22,14,QC,14,29,0,Approved
CL201259,CU301259,Auto,1331.48,3594.69,Water Damage,Moderate,2025-04-02,32,BC,12,67,0,Approved
CL201260,CU301260,Auto,1590.26,2607.12,Theft,Minor,2024-05-30,27,ON,13,34,0,Approved
CL201261,CU301261,Life,1717.44,21327.12,Fire,Major,2024-07-17,38,ON,13,39,0,Approved
CL201262,CU301262,Auto,2485.77,1953.75,Theft,Moderate,2024-03-17,15,ON,10,32,0,Approved
CL201263,CU301263,Home,1139.81,17982.68,Collision,Major,2025-04-29,24,ON,6,56,0,Approved
CL201264,CU301264,Auto,1318.12,6646.24,Theft,Moderate,2024-06-09,20,AB,6,60,0,Approved
CL201265,CU301265,Life,1151.52,21750.56,Injury,Major,2025-06-22,38,BC,6,55,0,Approved
CL201266,CU301266,Health,1903.34,2800.11,Weather,Minor,2024-07-08,26,AB,10,48,0,Approved
CL201267,CU301267,Auto,1926.26,1234.24,Theft,Minor,2024-10-20,14,AB,13,36,0,Approved
CL201268,CU301268,Home,1261.98,12556.51,Injury,Major,2024-12-25,37,ON,6,59,0,Approved
CL201269,CU301269,Home,2317.61,13933.78,Collision,Major,2025-01-26,22,SK,9,25,0,Rejected
CL201270,CU301270,Health,1152.26,21724.28,Injury,Major,2025-08-27,25,ON,7,37,0,Rejected
CL201271,CU301271,Life,1882.57,35356.83,Collision,Total Loss,2024-04-06,32,SK,10,59,0,Approved
CL201272,CU301272,Health,2060.9,5783.38,Injury,Moderate,2024-06-15,10,ON,13,59,0,Approved
CL201273,CU301273,Health,878.14,7283.31,Water Damage,Moderate,2025-07-03,12,BC,7,34,0,Approved
CL201274,CU301274,Home,1692.61,12667.65,Injury,Major,2025-09-16,45,MB,6,39,1,Approved
CL201275,CU301275,Auto,450.0,3934.75,Collision,Minor,2024-11-01,33,AB,4,37,0,Approved
CL201276,CU301276,Home,1796.17,20894.76,Fire,Major,2024-01-05,52,AB,8,71,0,Rejected
CL201277,CU301277,Health,987.33,21962.33,Injury,Major,2025-09-01,35,SK,7,52,0,Approved
CL201278,CU301278,Auto,1688.34,9698.55,Fire,Moderate,2025-03-22,27,ON,3,25,0,Approved
CL201279,CU301279,Home,1767.1,8991.84,Theft,Moderate,2025-01-19,20,SK,15,28,0,Approved
CL201280,CU301280,Auto,1920.46,7061.79,Fire,Moderate,2024-10-11,18,AB,13,23,0,Approved
CL201281,CU301281,Auto,1823.89,17067.78,Collision,Major,2025-05-23,39,QC,5,33,0,Approved
CL201282,CU301282,Health,1473.48,3401.8,Fire,Minor,2024-07-29,33,BC,15,32,0,Rejected
CL201283,CU301283,Auto,1290.2,2518.57,Collision,Minor,2024-09-18,28,ON,5,45,0,Approved
CL201284,CU301284,Health,1418.76,5531.93,Weather,Moderate,2025-07-15,13,MB,7,63,0,Approved
CL201285,CU301285,Auto,981.28,27911.83,Theft,Major,2024-09-28,35,ON,2,70,0,Approved
CL201286,CU301286,Home,1361.09,5165.58,Collision,Moderate,2025-11-21,14,QC,10,51,0,Pending
CL201287,CU301287,Life,1327.91,3599.98,Collision,Moderate,2024-11-14,18,MB,8,64,0,Approved
